TimeStamp,X,Y,Z
14:4:8.415,0,-1,-4
14:4:8.415,3,0,-3
14:4:8.415,3,-1,-3
14:4:8.415,-1,1,-2
14:4:8.415,-1,-2,-2
14:4:8.415,4,1,-2
14:4:8.415,0,0,-4
14:4:8.415,1,0,-3
14:4:8.415,1,-1,-3
14:4:8.415,5,5,-3
14:4:8.415,-1,3,-3
14:4:8.415,5,5,-3
14:4:8.415,0,3,-4
14:4:8.415,2,0,-4
14:4:8.415,1,2,-4
14:4:8.415,-1,-1,-4
14:4:8.415,-1,-1,-4
14:4:8.415,-1,1,-4
14:4:8.415,2,1,-4
14:4:8.415,2,-2,-4
14:4:8.415,-6,-2,-4
14:4:8.415,1,2,-5
14:4:8.415,1,2,-3
14:4:8.415,2,-1,-4
14:4:8.415,-2,0,-3
14:4:8.415,3,-5,-2
14:4:8.415,3,1,-5
14:4:8.415,3,3,-4
14:4:8.415,6,2,-4
14:4:8.415,0,0,-6
14:4:8.415,-1,2,-5
14:4:8.415,-1,0,-4
14:4:8.415,-2,2,-4
14:4:8.445,0,-2,-3
14:4:8.446,-4,0,-2
14:4:8.446,1,0,-3
14:4:8.446,0,-1,-3
14:4:8.446,1,0,-4
14:4:8.446,-4,-3,-4
14:4:8.446,3,2,-5
14:4:8.446,2,-3,-4
14:4:8.446,0,2,-4
14:4:8.446,-2,1,-5
14:4:8.446,6,-1,-4
14:4:8.446,3,3,-3
14:4:8.446,2,3,-3
14:4:8.446,1,5,-2
14:4:8.446,3,3,-3
14:4:8.446,1,2,-2
14:4:8.446,0,6,-2
14:4:8.446,5,5,-3
14:4:8.446,-2,-1,-4
14:4:8.446,0,4,-3
14:4:8.446,-4,4,-1
14:4:8.446,-2,-1,-2
14:4:8.446,0,1,-4
14:4:8.446,2,2,-4
14:4:8.446,0,-1,-6
14:4:8.446,-1,3,-3
14:4:8.446,1,2,-3
14:4:8.446,1,4,-4
14:4:8.446,6,1,-4
14:4:8.446,1,0,-3
14:4:8.446,2,0,-4
14:4:8.446,1,0,-4
14:4:8.476,-2,2,-3
14:4:8.476,-1,3,-4
14:4:8.476,3,0,-4
14:4:8.476,3,0,-3
14:4:8.476,-3,1,-4
14:4:8.476,0,0,-3
14:4:8.476,-2,5,-3
14:4:8.476,2,3,-3
14:4:8.476,0,1,-2
14:4:8.476,1,2,-3
14:4:8.476,1,3,-4
14:4:8.476,-2,1,-2
14:4:8.476,1,4,-4
14:4:8.476,-1,2,-5
14:4:8.476,1,-1,-4
14:4:8.477,0,3,-3
14:4:8.477,1,7,-3
14:4:8.477,3,7,-2
14:4:8.477,-1,-3,-4
14:4:8.477,-1,3,-3
14:4:8.477,1,-1,-3
14:4:8.477,3,1,-3
14:4:8.477,-3,-2,-2
14:4:8.477,-1,1,-6
14:4:8.477,-1,0,-2
14:4:8.477,2,0,-3
14:4:8.477,-6,4,-4
14:4:8.477,-2,1,-5
14:4:8.477,5,-1,-4
14:4:8.477,-2,-1,-4
14:4:8.509,1,4,-3
14:4:8.509,0,1,-1
14:4:8.509,-1,1,-4
14:4:8.509,1,7,-4
14:4:8.509,0,2,-4
14:4:8.509,1,3,-6
14:4:8.509,-3,1,-3
14:4:8.509,0,4,-3
14:4:8.509,-1,3,-2
14:4:8.509,2,5,-4
14:4:8.509,-1,2,-3
14:4:8.509,-3,4,-3
14:4:8.509,1,-2,-3
14:4:8.509,-2,1,-5
14:4:8.509,-1,-2,-6
14:4:8.509,1,2,-7
14:4:8.509,-1,2,-3
14:4:8.509,0,1,-2
14:4:8.509,-1,-1,-2
14:4:8.509,2,5,-4
14:4:8.509,4,0,-3
14:4:8.509,-7,4,-4
14:4:8.509,-1,4,-5
14:4:8.509,1,2,-3
14:4:8.509,1,2,-3
14:4:8.509,-1,8,-4
14:4:8.509,4,6,-4
14:4:8.509,0,4,-5
14:4:8.509,-2,1,-3
14:4:8.509,-3,1,-3
14:4:8.510,-1,2,-3
14:4:8.510,-4,-3,-4
14:4:8.537,-1,1,-3
14:4:8.537,1,-1,-4
14:4:8.538,1,0,-5
14:4:8.538,-4,1,-4
14:4:8.538,1,1,-4
14:4:8.538,3,1,-3
14:4:8.538,4,0,-3
14:4:8.538,2,1,-4
14:4:8.538,1,2,-4
14:4:8.538,3,0,-4
14:4:8.538,1,3,-3
14:4:8.538,0,0,-5
14:4:8.538,3,0,-6
14:4:8.538,-5,0,-4
14:4:8.538,4,0,-4
14:4:8.538,-2,-1,-3
14:4:8.538,-1,1,-4
14:4:8.538,1,-1,-6
14:4:8.538,1,6,-2
14:4:8.538,4,1,-5
14:4:8.538,-2,3,-4
14:4:8.538,0,2,-4
14:4:8.538,6,1,-4
14:4:8.538,3,-1,-4
14:4:8.538,3,2,-4
14:4:8.538,0,7,-3
14:4:8.538,3,4,-1
14:4:8.538,-2,2,-1
14:4:8.538,2,0,-4
14:4:8.538,0,-1,-4
14:4:8.569,0,0,-3
14:4:8.569,0,2,-2
14:4:8.570,0,3,-6
14:4:8.570,-1,-1,-5
14:4:8.570,-1,-3,-3
14:4:8.570,1,-2,-4
14:4:8.570,-1,0,-3
14:4:8.570,3,1,-4
14:4:8.570,-3,1,-4
14:4:8.570,2,1,-5
14:4:8.570,-1,0,-3
14:4:8.570,5,4,-4
14:4:8.570,0,10,-3
14:4:8.570,1,1,-4
14:4:8.570,0,1,-2
14:4:8.570,3,0,-4
14:4:8.570,3,1,-4
14:4:8.570,-1,1,-3
14:4:8.570,-4,0,-4
14:4:8.570,-2,0,-4
14:4:8.570,5,-3,-3
14:4:8.570,-1,-3,-5
14:4:8.570,-7,1,-4
14:4:8.570,1,1,-5
14:4:8.570,0,2,-3
14:4:8.570,-1,-2,-4
14:4:8.570,-2,1,-5
14:4:8.570,2,-1,-3
14:4:8.570,0,0,-3
14:4:8.570,2,4,-3
14:4:8.570,4,0,-3
14:4:8.570,-2,2,-5
14:4:8.601,-2,2,-3
14:4:8.601,0,3,-3
14:4:8.601,-3,4,-3
14:4:8.602,-2,0,-3
14:4:8.602,0,0,-2
14:4:8.602,-3,1,-4
14:4:8.602,-1,1,-3
14:4:8.602,1,3,-3
14:4:8.602,0,-2,-5
14:4:8.602,0,-3,-4
14:4:8.602,-2,-3,-5
14:4:8.602,1,0,-5
14:4:8.602,0,3,-5
14:4:8.602,3,5,-3
14:4:8.602,0,0,-3
14:4:8.602,2,0,-2
14:4:8.602,1,2,-4
14:4:8.602,-4,2,-4
14:4:8.602,4,3,-3
14:4:8.602,0,5,-4
14:4:8.602,1,3,-3
14:4:8.602,3,-1,-5
14:4:8.602,-3,1,-3
14:4:8.602,0,1,-4
14:4:8.602,-2,-1,-3
14:4:8.602,2,3,-3
14:4:8.602,1,0,-4
14:4:8.602,0,-5,-4
14:4:8.602,3,2,-4
14:4:8.602,2,4,-4
14:4:8.602,2,3,-3
14:4:8.602,2,0,-3
14:4:8.633,2,-1,-3
14:4:8.633,2,2,-2
14:4:8.633,5,3,-3
14:4:8.633,-2,3,-4
14:4:8.633,-5,-1,-3
14:4:8.634,-1,-2,-2
14:4:8.634,0,-1,-4
14:4:8.634,-8,-1,-4
14:4:8.634,0,0,-4
14:4:8.634,1,3,-4
14:4:8.634,-2,-3,-3
14:4:8.634,1,-1,-2
14:4:8.634,0,1,-3
14:4:8.634,0,2,-6
14:4:8.634,-1,0,-3
14:4:8.634,1,0,-4
14:4:8.634,3,1,-4
14:4:8.634,3,-3,-3
14:4:8.634,-1,3,-4
14:4:8.634,2,4,-5
14:4:8.634,3,2,-3
14:4:8.634,-4,1,-5
14:4:8.634,2,0,-3
14:4:8.634,2,3,-3
14:4:8.634,-4,1,-4
14:4:8.634,-1,1,-5
14:4:8.634,-1,2,-4
14:4:8.634,5,-2,-4
14:4:8.634,2,0,-4
14:4:8.634,-2,0,-5
14:4:8.634,5,3,-4
14:4:8.634,1,-2,-4
14:4:8.663,-1,0,-2
14:4:8.663,2,1,-3
14:4:8.663,2,1,-4
14:4:8.663,3,-3,-3
14:4:8.664,0,8,-4
14:4:8.664,1,2,-3
14:4:8.664,3,-2,-4
14:4:8.664,4,-3,-3
14:4:8.664,0,-1,-3
14:4:8.664,-1,-2,-4
14:4:8.664,2,-2,-5
14:4:8.664,-2,-2,-4
14:4:8.664,4,-1,-5
14:4:8.664,3,-1,-4
14:4:8.664,-8,3,-4
14:4:8.664,-3,-2,-5
14:4:8.664,5,3,-5
14:4:8.664,-1,-4,-5
14:4:8.664,-1,2,-3
14:4:8.664,2,1,-3
14:4:8.664,1,3,-4
14:4:8.664,1,5,-4
14:4:8.664,-1,2,-5
14:4:8.664,0,5,-4
14:4:8.664,-5,-1,-4
14:4:8.664,0,4,-5
14:4:8.664,1,4,-5
14:4:8.664,2,0,-5
14:4:8.664,2,3,-5
14:4:8.664,-1,2,-4
14:4:8.693,1,-1,-5
14:4:8.693,-3,4,-5
14:4:8.694,0,0,-4
14:4:8.694,2,2,-5
14:4:8.694,2,-2,-4
14:4:8.694,5,-2,-6
14:4:8.694,-2,1,-2
14:4:8.694,4,2,-3
14:4:8.694,-2,0,-1
14:4:8.694,2,2,-2
14:4:8.694,0,-2,-3
14:4:8.694,-3,1,-4
14:4:8.694,1,2,-4
14:4:8.694,-2,1,-3
14:4:8.694,2,-1,-4
14:4:8.694,2,-2,-5
14:4:8.694,-3,0,-4
14:4:8.694,5,-1,-4
14:4:8.694,1,-4,-1
14:4:8.694,1,0,-4
14:4:8.694,2,0,-4
14:4:8.694,1,1,-4
