TimeStamp,X,Y,Z
13:8:5.976,-1,-1,-1
13:8:5.976,-6,-2,-1
13:8:5.976,1,1,-1
13:8:5.976,1,-2,1
13:8:5.976,-2,1,-3
13:8:5.976,-6,-3,-2
13:8:5.976,0,1,-2
13:8:5.976,2,-2,-2
13:8:5.976,2,2,0
13:8:5.976,2,1,-3
13:8:5.976,1,3,-1
13:8:5.976,1,-6,-2
13:8:5.976,2,0,-1
13:8:5.976,3,0,-1
13:8:5.976,5,2,-1
13:8:5.976,0,-3,0
13:8:5.976,-1,0,-1
13:8:5.976,-1,-4,0
13:8:5.976,-3,0,-1
13:8:5.976,-2,-1,-3
13:8:5.976,0,2,-1
13:8:5.976,-1,-3,0
13:8:5.976,-2,-2,-1
13:8:5.976,1,-4,0
13:8:5.976,-3,-2,-1
13:8:5.976,3,-2,-2
13:8:5.976,2,-2,-2
13:8:5.976,2,0,-2
13:8:5.976,-1,-2,-2
13:8:5.977,6,1,-2
13:8:5.977,1,4,-1
13:8:5.977,2,0,0
13:8:6.6,2,-1,0
13:8:6.6,3,1,0
13:8:6.6,2,-1,-1
13:8:6.6,2,-1,-2
13:8:6.6,1,-3,0
13:8:6.6,-2,0,-2
13:8:6.6,3,-3,-1
13:8:6.6,1,-1,-2
13:8:6.6,-4,0,-2
13:8:6.6,4,2,-1
13:8:6.6,0,0,-1
13:8:6.6,0,-3,-1
13:8:6.6,-2,2,0
13:8:6.6,3,-2,-1
13:8:6.6,0,-2,-1
13:8:6.6,5,3,-2
13:8:6.6,6,1,-2
13:8:6.6,0,-2,-3
13:8:6.6,-1,-2,-1
13:8:6.6,1,0,0
13:8:6.6,2,0,-2
13:8:6.6,4,-2,-1
13:8:6.6,-3,0,-1
13:8:6.6,-2,-3,-3
13:8:6.7,1,0,-1
13:8:6.7,2,-1,-1
13:8:6.7,-2,-2,-2
13:8:6.7,2,0,-2
13:8:6.7,3,-4,-2
13:8:6.7,2,-4,-2
13:8:6.7,4,0,-2
13:8:6.38,2,2,-1
13:8:6.38,0,0,0
13:8:6.38,2,1,-1
13:8:6.38,3,2,-1
13:8:6.38,-4,1,0
13:8:6.38,3,-2,-1
13:8:6.38,-1,4,-1
13:8:6.38,3,-2,-1
